state,county,tract,NAME.x,TotalPop_12,TotalPopMOE_12,TR_Italian_12,TR_ItalianMOE_12,Census_Tract.x,County.x,State.x,TotalPop_17,TotalPopMOE_17,TR_Italian_17,TR_ItalianMOE_17
36,047,035100,"Census Tract 351, Kings County, New York",4302,499,18,27,Census Tract 351,Kings County,New York,4445,484,36,38
36,047,035200,"Census Tract 352, Kings County, New York",1065,236,95,69,Census Tract 352,Kings County,New York,1083,227,47,39
36,047,035300,"Census Tract 353, Kings County, New York",4780,420,0,12,Census Tract 353,Kings County,New York,5253,585,90,68
36,047,035400,"Census Tract 354, Kings County, New York",5115,438,169,146,Census Tract 354,Kings County,New York,5533,488,211,181
36,047,035500,"Census Tract 355, Kings County, New York",4607,602,0,12,Census Tract 355,Kings County,New York,5397,527,7,12
36,047,035601,"Census Tract 356.01, Kings County, New York",2561,261,126,160,Census Tract 356.01,Kings County,New York,2849,235,23,21
36,047,035602,"Census Tract 356.02, Kings County, New York",4899,428,155,141,Census Tract 356.02,Kings County,New York,5198,391,32,36
36,047,035700,"Census Tract 357, Kings County, New York",2060,279,1,3,Census Tract 357,Kings County,New York,2425,210,0,11
36,047,035900,"Census Tract 359, Kings County, New York",5398,646,38,39,Census Tract 359,Kings County,New York,5337,597,27,44
36,047,036001,"Census Tract 360.01, Kings County, New York",2995,264,26,31,Census Tract 360.01,Kings County,New York,3090,228,8,12
36,047,036002,"Census Tract 360.02, Kings County, New York",3628,339,11,19,Census Tract 360.02,Kings County,New York,4241,706,97,124
36,047,036100,"Census Tract 361, Kings County, New York",2182,274,15,20,Census Tract 361,Kings County,New York,2973,446,13,13
36,047,036200,"Census Tract 362, Kings County, New York",3261,459,17,27,Census Tract 362,Kings County,New York,3480,469,29,28
36,047,036300,"Census Tract 363, Kings County, New York",4086,539,0,12,Census Tract 363,Kings County,New York,4331,573,9,15
36,047,036400,"Census Tract 364, Kings County, New York",2268,408,9,14,Census Tract 364,Kings County,New York,2498,291,118,89
36,047,036501,"Census Tract 365.01, Kings County, New York",2551,306,0,12,Census Tract 365.01,Kings County,New York,2916,391,10,18
36,047,036502,"Census Tract 365.02, Kings County, New York",1075,252,0,12,Census Tract 365.02,Kings County,New York,1282,233,22,19
36,047,036600,"Census Tract 366, Kings County, New York",4005,507,80,98,Census Tract 366,Kings County,New York,5165,541,53,59
36,047,036700,"Census Tract 367, Kings County, New York",1360,305,9,9,Census Tract 367,Kings County,New York,1405,199,13,16
36,047,036900,"Census Tract 369, Kings County, New York",4864,606,9,13,Census Tract 369,Kings County,New York,5619,544,26,33
