state,county,tract,NAME.x,TotalPop_12,TR_Italian_12,Census_Tract.x,County.x,State.x,pro_2012,pro_2017,prop_ital_sig
36,47,93600,"Census Tract 936, Kings County, New York",2106,0,Census Tract 936,Kings County,New York,0,0,not stat sig
36,47,93800,"Census Tract 938, Kings County, New York",2051,0,Census Tract 938,Kings County,New York,0,0,not stat sig
36,47,94401,"Census Tract 944.01, Kings County, New York",3300,28,Census Tract 944.01,Kings County,New York,0.008484848,0,not stat sig
36,47,94402,"Census Tract 944.02, Kings County, New York",2823,50,Census Tract 944.02,Kings County,New York,0.017711654,0,not stat sig
36,47,94600,"Census Tract 946, Kings County, New York",2089,5,Census Tract 946,Kings County,New York,0.00239349,0,not stat sig
36,47,95000,"Census Tract 950, Kings County, New York",3309,0,Census Tract 950,Kings County,New York,0,0.004892368,not stat sig
36,47,95400,"Census Tract 954, Kings County, New York",4314,48,Census Tract 954,Kings County,New York,0.011126565,0.005811354,not stat sig
36,47,95600,"Census Tract 956, Kings County, New York",4782,38,Census Tract 956,Kings County,New York,0.007946466,0.001726743,not stat sig
36,47,95800,"Census Tract 958, Kings County, New York",3271,63,Census Tract 958,Kings County,New York,0.019260165,0.038738979,not stat sig
36,47,96000,"Census Tract 960, Kings County, New York",0,0,Census Tract 960,Kings County,New York,0,0,not stat sig
36,47,96200,"Census Tract 962, Kings County, New York",1691,116,Census Tract 962,Kings County,New York,0.068598462,0.003412969,stat sig
36,47,96400,"Census Tract 964, Kings County, New York",2583,57,Census Tract 964,Kings County,New York,0.022067364,0.017492711,not stat sig
36,47,96600,"Census Tract 966, Kings County, New York",2334,54,Census Tract 966,Kings County,New York,0.023136247,0.026974199,not stat sig
36,47,96800,"Census Tract 968, Kings County, New York",1465,48,Census Tract 968,Kings County,New York,0.032764505,0.061507937,not stat sig
36,47,97000,"Census Tract 970, Kings County, New York",1877,60,Census Tract 970,Kings County,New York,0.031965903,0.054443555,not stat sig
36,47,97400,"Census Tract 974, Kings County, New York",3129,40,Census Tract 974,Kings County,New York,0.012783637,0.004241436,not stat sig
36,47,98200,"Census Tract 982, Kings County, New York",4165,0,Census Tract 982,Kings County,New York,0,0.004851158,not stat sig
36,47,98400,"Census Tract 984, Kings County, New York",1881,15,Census Tract 984,Kings County,New York,0.007974482,0.002265519,not stat sig
36,47,98600,"Census Tract 986, Kings County, New York",3429,5,Census Tract 986,Kings County,New York,0.001458151,0.00190779,not stat sig
36,47,98800,"Census Tract 988, Kings County, New York",3313,127,Census Tract 988,Kings County,New York,0.038333836,0.00837571,not stat sig
36,47,99000,"Census Tract 990, Kings County, New York",1447,73,Census Tract 990,Kings County,New York,0.050449205,0.010440835,stat sig
36,47,99200,"Census Tract 992, Kings County, New York",1634,75,Census Tract 992,Kings County,New York,0.045899633,0.006388416,stat sig
36,47,99400,"Census Tract 994, Kings County, New York",1970,38,Census Tract 994,Kings County,New York,0.01928934,0.029162248,not stat sig
36,47,99600,"Census Tract 996, Kings County, New York",3471,57,Census Tract 996,Kings County,New York,0.01642178,0.010377358,not stat sig
36,47,99800,"Census Tract 998, Kings County, New York",4067,31,Census Tract 998,Kings County,New York,0.007622326,0.004803617,not stat sig
36,47,100400,"Census Tract 1004, Kings County, New York",2691,27,Census Tract 1004,Kings County,New York,0.010033445,0,not stat sig
36,47,100600,"Census Tract 1006, Kings County, New York",2727,0,Census Tract 1006,Kings County,New York,0,0.004096682,not stat sig
36,47,100800,"Census Tract 1008, Kings County, New York",2001,56,Census Tract 1008,Kings County,New York,0.027986007,0.017687075,not stat sig
36,47,101000,"Census Tract 1010, Kings County, New York",2493,18,Census Tract 1010,Kings County,New York,0.007220217,0.019581056,not stat sig
36,47,101200,"Census Tract 1012, Kings County, New York",2408,49,Census Tract 1012,Kings County,New York,0.020348837,0.01754386,not stat sig
36,47,101400,"Census Tract 1014, Kings County, New York",2303,9,Census Tract 1014,Kings County,New York,0.003907946,0,not stat sig
36,47,101600,"Census Tract 1016, Kings County, New York",1541,0,Census Tract 1016,Kings County,New York,0,0.001657459,not stat sig
36,47,101800,"Census Tract 1018, Kings County, New York",1777,0,Census Tract 1018,Kings County,New York,0,0.021379981,not stat sig
36,47,102000,"Census Tract 1020, Kings County, New York",2076,0,Census Tract 1020,Kings County,New York,0,0.002618944,not stat sig
36,47,102200,"Census Tract 1022, Kings County, New York",2101,84,Census Tract 1022,Kings County,New York,0.039980961,0.007526342,stat sig
36,47,102400,"Census Tract 1024, Kings County, New York",1843,68,Census Tract 1024,Kings County,New York,0.036896365,0.009840675,not stat sig
36,47,102600,"Census Tract 1026, Kings County, New York",3013,5,Census Tract 1026,Kings County,New York,0.001659476,0,not stat sig
36,47,102800,"Census Tract 1028, Kings County, New York",1576,49,Census Tract 1028,Kings County,New York,0.031091371,0.007799443,not stat sig
36,47,103400,"Census Tract 1034, Kings County, New York",3478,125,Census Tract 1034,Kings County,New York,0.035940196,0.010133465,not stat sig
36,47,105801,"Census Tract 1058.01, Kings County, New York",6849,306,Census Tract 1058.01,Kings County,New York,0.044678055,0,stat sig
36,47,105804,"Census Tract 1058.04, Kings County, New York",5973,72,Census Tract 1058.04,Kings County,New York,0.012054244,0.007785597,not stat sig
36,47,107000,"Census Tract 1070, Kings County, New York",589,19,Census Tract 1070,Kings County,New York,0.032258065,0.013921114,not stat sig
36,47,107800,"Census Tract 1078, Kings County, New York",4010,0,Census Tract 1078,Kings County,New York,0,0.015732547,not stat sig
36,47,109800,"Census Tract 1098, Kings County, New York",2086,13,Census Tract 1098,Kings County,New York,0.006232023,0.012866016,not stat sig
36,47,110400,"Census Tract 1104, Kings County, New York",4503,0,Census Tract 1104,Kings County,New York,0,0,not stat sig
36,47,110600,"Census Tract 1106, Kings County, New York",4616,0,Census Tract 1106,Kings County,New York,0,0,not stat sig
36,47,111000,"Census Tract 1110, Kings County, New York",3342,9,Census Tract 1110,Kings County,New York,0.002692998,0,not stat sig
36,47,111600,"Census Tract 1116, Kings County, New York",2968,0,Census Tract 1116,Kings County,New York,0,0.001860218,not stat sig
36,47,111800,"Census Tract 1118, Kings County, New York",2958,0,Census Tract 1118,Kings County,New York,0,0,not stat sig
36,47,112000,"Census Tract 1120, Kings County, New York",3935,10,Census Tract 1120,Kings County,New York,0.002541296,0,not stat sig
36,47,112200,"Census Tract 1122, Kings County, New York",2870,0,Census Tract 1122,Kings County,New York,0,0,not stat sig
36,47,112400,"Census Tract 1124, Kings County, New York",3611,13,Census Tract 1124,Kings County,New York,0.003600111,0.005995582,not stat sig
36,47,112600,"Census Tract 1126, Kings County, New York",3965,25,Census Tract 1126,Kings County,New York,0.00630517,0.00501771,not stat sig
36,47,112800,"Census Tract 1128, Kings County, New York",4151,35,Census Tract 1128,Kings County,New York,0.008431703,0.006649616,not stat sig
36,47,113000,"Census Tract 1130, Kings County, New York",4299,27,Census Tract 1130,Kings County,New York,0.00628053,0.00375,not stat sig
36,47,113200,"Census Tract 1132, Kings County, New York",1939,0,Census Tract 1132,Kings County,New York,0,0.008179959,not stat sig
36,47,113400,"Census Tract 1134, Kings County, New York",3162,0,Census Tract 1134,Kings County,New York,0,0.003793867,not stat sig
36,47,114201,"Census Tract 1142.01, Kings County, New York",1979,53,Census Tract 1142.01,Kings County,New York,0.026781203,0.004297115,stat sig
36,47,114202,"Census Tract 1142.02, Kings County, New York",2255,29,Census Tract 1142.02,Kings County,New York,0.01286031,0.017271766,not stat sig
36,47,114400,"Census Tract 1144, Kings County, New York",2655,0,Census Tract 1144,Kings County,New York,0,0.013866232,not stat sig
36,47,114600,"Census Tract 1146, Kings County, New York",2331,41,Census Tract 1146,Kings County,New York,0.017589018,0.012998791,not stat sig
36,47,115000,"Census Tract 1150, Kings County, New York",2316,44,Census Tract 1150,Kings County,New York,0.018998273,0,stat sig
36,47,115200,"Census Tract 1152, Kings County, New York",3028,0,Census Tract 1152,Kings County,New York,0,0,not stat sig
36,47,115600,"Census Tract 1156, Kings County, New York",3928,0,Census Tract 1156,Kings County,New York,0,0.008310926,not stat sig
36,47,115800,"Census Tract 1158, Kings County, New York",2885,0,Census Tract 1158,Kings County,New York,0,0.004424779,not stat sig
36,47,116000,"Census Tract 1160, Kings County, New York",2332,0,Census Tract 1160,Kings County,New York,0,0.01505174,not stat sig
36,47,116200,"Census Tract 1162, Kings County, New York",2177,0,Census Tract 1162,Kings County,New York,0,0.003954306,not stat sig
36,47,116400,"Census Tract 1164, Kings County, New York",2942,27,Census Tract 1164,Kings County,New York,0.00917743,0.005303477,not stat sig
36,47,116600,"Census Tract 1166, Kings County, New York",3099,0,Census Tract 1166,Kings County,New York,0,0.004316069,not stat sig
36,47,116800,"Census Tract 1168, Kings County, New York",2069,0,Census Tract 1168,Kings County,New York,0,0.005773672,not stat sig
36,47,117000,"Census Tract 1170, Kings County, New York",1856,3,Census Tract 1170,Kings County,New York,0.001616379,0,not stat sig
36,47,117201,"Census Tract 1172.01, Kings County, New York",2324,11,Census Tract 1172.01,Kings County,New York,0.004733219,0,not stat sig
36,47,117202,"Census Tract 1172.02, Kings County, New York",3487,80,Census Tract 1172.02,Kings County,New York,0.022942357,0.032860825,not stat sig
36,47,117400,"Census Tract 1174, Kings County, New York",4175,0,Census Tract 1174,Kings County,New York,0,2.29E-04,not stat sig
36,47,117601,"Census Tract 1176.01, Kings County, New York",3262,66,Census Tract 1176.01,Kings County,New York,0.020232986,3.29E-04,stat sig
36,47,117602,"Census Tract 1176.02, Kings County, New York",3542,90,Census Tract 1176.02,Kings County,New York,0.025409373,0.00200267,stat sig
36,47,117800,"Census Tract 1178, Kings County, New York",1511,11,Census Tract 1178,Kings County,New York,0.007279947,0,not stat sig
36,47,118000,"Census Tract 1180, Kings County, New York",0,0,Census Tract 1180,Kings County,New York,0,0,not stat sig
36,47,118201,"Census Tract 1182.01, Kings County, New York",3114,24,Census Tract 1182.01,Kings County,New York,0.007707129,0.001683502,not stat sig
36,47,118202,"Census Tract 1182.02, Kings County, New York",2898,59,Census Tract 1182.02,Kings County,New York,0.020358868,0.007624276,not stat sig
36,47,118400,"Census Tract 1184, Kings County, New York",5245,118,Census Tract 1184,Kings County,New York,0.022497617,0.015855251,not stat sig
36,47,118600,"Census Tract 1186, Kings County, New York",3165,47,Census Tract 1186,Kings County,New York,0.014849921,0.005939124,not stat sig
36,47,118800,"Census Tract 1188, Kings County, New York",3932,24,Census Tract 1188,Kings County,New York,0.006103764,0.011344538,not stat sig
36,47,119000,"Census Tract 1190, Kings County, New York",2336,85,Census Tract 1190,Kings County,New York,0.036386986,0.009966777,not stat sig
36,47,119200,"Census Tract 1192, Kings County, New York",3016,6,Census Tract 1192,Kings County,New York,0.00198939,0.005944518,not stat sig
36,47,119400,"Census Tract 1194, Kings County, New York",3818,0,Census Tract 1194,Kings County,New York,0,0.001412429,not stat sig
36,47,119600,"Census Tract 1196, Kings County, New York",5086,0,Census Tract 1196,Kings County,New York,0,0.004060914,not stat sig
36,47,119800,"Census Tract 1198, Kings County, New York",3127,52,Census Tract 1198,Kings County,New York,0.016629357,0.008886256,not stat sig
36,47,120000,"Census Tract 1200, Kings County, New York",2154,43,Census Tract 1200,Kings County,New York,0.01996286,0.008928571,not stat sig
36,47,120200,"Census Tract 1202, Kings County, New York",1970,249,Census Tract 1202,Kings County,New York,0.126395939,0.003118503,stat sig
36,47,120800,"Census Tract 1208, Kings County, New York",8679,90,Census Tract 1208,Kings County,New York,0.010369858,0.007840268,not stat sig
36,47,121000,"Census Tract 1210, Kings County, New York",4507,0,Census Tract 1210,Kings County,New York,0,0,not stat sig
36,47,121400,"Census Tract 1214, Kings County, New York",4141,0,Census Tract 1214,Kings County,New York,0,0.00535972,not stat sig
36,47,122000,"Census Tract 1220, Kings County, New York",4991,66,Census Tract 1220,Kings County,New York,0.013223803,0,stat sig
36,47,123700,"Census Tract 1237, Kings County, New York",6232,62,Census Tract 1237,Kings County,New York,0.009948652,0.010952381,not stat sig
36,47,150200,"Census Tract 1502, Kings County, New York",2981,531,Census Tract 1502,Kings County,New York,0.178128145,0.147079277,not stat sig
36,47,152200,"Census Tract 1522, Kings County, New York",3682,98,Census Tract 1522,Kings County,New York,0.02661597,0.037400052,not stat sig
36,47,990100,"Census Tract 9901, Kings County, New York",0,0,Census Tract 9901,Kings County,New York,0,0,not stat sig
36,47,52800,"Census Tract 528, Kings County, New York",2233,80,Census Tract 528,Kings County,New York,0.035826243,0.043361884,not stat sig
36,47,52900,"Census Tract 529, Kings County, New York",3876,48,Census Tract 529,Kings County,New York,0.012383901,0.015269086,not stat sig
36,47,53000,"Census Tract 530, Kings County, New York",3219,44,Census Tract 530,Kings County,New York,0.013668841,0.014989293,not stat sig
36,47,53100,"Census Tract 531, Kings County, New York",7700,10,Census Tract 531,Kings County,New York,0.001298701,0.003198059,not stat sig
36,47,53200,"Census Tract 532, Kings County, New York",2695,58,Census Tract 532,Kings County,New York,0.021521336,7.52E-04,stat sig
36,47,53300,"Census Tract 533, Kings County, New York",7326,0,Census Tract 533,Kings County,New York,0,0,not stat sig
36,47,53400,"Census Tract 534, Kings County, New York",3593,110,Census Tract 534,Kings County,New York,0.030615085,0.0025,stat sig
36,47,53500,"Census Tract 535, Kings County, New York",4373,11,Census Tract 535,Kings County,New York,0.002515436,0.015544041,not stat sig
36,47,53700,"Census Tract 537, Kings County, New York",3363,18,Census Tract 537,Kings County,New York,0.005352364,0.001384275,not stat sig
36,47,53800,"Census Tract 538, Kings County, New York",4421,139,Census Tract 538,Kings County,New York,0.03144085,0.009515179,not stat sig
36,47,53900,"Census Tract 539, Kings County, New York",2968,49,Census Tract 539,Kings County,New York,0.016509434,0.005070203,not stat sig
36,47,54200,"Census Tract 542, Kings County, New York",4543,254,Census Tract 542,Kings County,New York,0.055910192,0.017749008,stat sig
36,47,54300,"Census Tract 543, Kings County, New York",260,50,Census Tract 543,Kings County,New York,0.192307692,0.207492795,not stat sig
36,47,54400,"Census Tract 544, Kings County, New York",3188,70,Census Tract 544,Kings County,New York,0.02195734,0.010466507,not stat sig
36,47,54500,"Census Tract 545, Kings County, New York",7197,14,Census Tract 545,Kings County,New York,0.001945255,0,not stat sig
36,47,54600,"Census Tract 546, Kings County, New York",4167,70,Census Tract 546,Kings County,New York,0.016798656,0.029623534,not stat sig
36,47,54700,"Census Tract 547, Kings County, New York",5170,122,Census Tract 547,Kings County,New York,0.023597679,0.008974097,stat sig
36,47,54800,"Census Tract 548, Kings County, New York",2398,311,Census Tract 548,Kings County,New York,0.12969141,0.046905222,not stat sig
36,47,54900,"Census Tract 549, Kings County, New York",2997,104,Census Tract 549,Kings County,New York,0.034701368,0.06489753,not stat sig
36,47,55000,"Census Tract 550, Kings County, New York",3595,45,Census Tract 550,Kings County,New York,0.012517385,0.004576659,not stat sig
36,47,55100,"Census Tract 551, Kings County, New York",4820,349,Census Tract 551,Kings County,New York,0.072406639,0.048708101,not stat sig
36,47,55200,"Census Tract 552, Kings County, New York",3219,48,Census Tract 552,Kings County,New York,0.014911463,0.053979872,not stat sig
36,47,55300,"Census Tract 553, Kings County, New York",2474,210,Census Tract 553,Kings County,New York,0.084882781,0.076783774,not stat sig
36,47,55400,"Census Tract 554, Kings County, New York",3316,82,Census Tract 554,Kings County,New York,0.024728589,0.010463045,not stat sig
36,47,55500,"Census Tract 555, Kings County, New York",2836,67,Census Tract 555,Kings County,New York,0.023624824,0.069040585,stat sig
36,47,55600,"Census Tract 556, Kings County, New York",3673,82,Census Tract 556,Kings County,New York,0.022325075,0.024803847,not stat sig
36,47,55700,"Census Tract 557, Kings County, New York",1566,226,Census Tract 557,Kings County,New York,0.144316731,0.061427281,stat sig
36,47,55800,"Census Tract 558, Kings County, New York",2170,107,Census Tract 558,Kings County,New York,0.049308756,0.039039039,not stat sig
36,47,56000,"Census Tract 560, Kings County, New York",3095,217,Census Tract 560,Kings County,New York,0.070113086,0.019534616,stat sig
36,47,56100,"Census Tract 561, Kings County, New York",2924,258,Census Tract 561,Kings County,New York,0.088235294,0.113500597,not stat sig
36,47,56200,"Census Tract 562, Kings County, New York",1801,160,Census Tract 562,Kings County,New York,0.088839534,0.046453233,not stat sig
36,47,56300,"Census Tract 563, Kings County, New York",4073,271,Census Tract 563,Kings County,New York,0.066535723,0.051256874,not stat sig
36,47,56400,"Census Tract 564, Kings County, New York",2317,104,Census Tract 564,Kings County,New York,0.044885628,0.052692308,not stat sig
36,47,56500,"Census Tract 565, Kings County, New York",3019,265,Census Tract 565,Kings County,New York,0.08777741,0.08166612,not stat sig
36,47,56600,"Census Tract 566, Kings County, New York",2878,459,Census Tract 566,Kings County,New York,0.159485754,0.105636299,not stat sig
36,47,56800,"Census Tract 568, Kings County, New York",1404,422,Census Tract 568,Kings County,New York,0.300569801,0.194769443,stat sig
36,47,56900,"Census Tract 569, Kings County, New York",1490,201,Census Tract 569,Kings County,New York,0.134899329,0.100195185,not stat sig
36,47,57000,"Census Tract 570, Kings County, New York",3180,248,Census Tract 570,Kings County,New York,0.077987421,0.108511838,not stat sig
36,47,57100,"Census Tract 571, Kings County, New York",4230,445,Census Tract 571,Kings County,New York,0.105200946,0.128421053,not stat sig
36,47,57200,"Census Tract 572, Kings County, New York",4710,50,Census Tract 572,Kings County,New York,0.010615711,0,not stat sig
36,47,57300,"Census Tract 573, Kings County, New York",2141,202,Census Tract 573,Kings County,New York,0.094348435,0.104512148,not stat sig
36,47,57400,"Census Tract 574, Kings County, New York",2680,89,Census Tract 574,Kings County,New York,0.033208955,0.098723139,stat sig
36,47,57500,"Census Tract 575, Kings County, New York",3770,101,Census Tract 575,Kings County,New York,0.026790451,0.102668361,stat sig
36,47,57600,"Census Tract 576, Kings County, New York",3167,181,Census Tract 576,Kings County,New York,0.057151879,0.052849411,not stat sig
36,47,57800,"Census Tract 578, Kings County, New York",3191,137,Census Tract 578,Kings County,New York,0.04293325,0.049166187,not stat sig
36,47,57900,"Census Tract 579, Kings County, New York",1038,69,Census Tract 579,Kings County,New York,0.066473988,0.062383613,not stat sig
36,47,58000,"Census Tract 580, Kings County, New York",3601,247,Census Tract 580,Kings County,New York,0.068592058,0.049471662,not stat sig
36,47,58200,"Census Tract 582, Kings County, New York",2910,248,Census Tract 582,Kings County,New York,0.085223368,0.06685633,not stat sig
36,47,58400,"Census Tract 584, Kings County, New York",3447,389,Census Tract 584,Kings County,New York,0.112851755,0.055677886,not stat sig
36,47,58600,"Census Tract 586, Kings County, New York",2713,126,Census Tract 586,Kings County,New York,0.046443052,0.013612218,not stat sig
36,47,58800,"Census Tract 588, Kings County, New York",3108,165,Census Tract 588,Kings County,New York,0.053088803,0.068669528,not stat sig
36,47,58900,"Census Tract 589, Kings County, New York",1744,145,Census Tract 589,Kings County,New York,0.083142202,0.079801871,not stat sig
36,47,59000,"Census Tract 590, Kings County, New York",1838,67,Census Tract 590,Kings County,New York,0.036452666,0.048361096,not stat sig
36,47,59100,"Census Tract 591, Kings County, New York",3613,433,Census Tract 591,Kings County,New York,0.119845004,0.12156078,not stat sig
36,47,59200,"Census Tract 592, Kings County, New York",4243,276,Census Tract 592,Kings County,New York,0.065048315,0.026502909,not stat sig
36,47,59300,"Census Tract 593, Kings County, New York",1781,343,Census Tract 593,Kings County,New York,0.192588433,0.071662763,stat sig
36,47,59401,"Census Tract 594.01, Kings County, New York",6865,375,Census Tract 594.01,Kings County,New York,0.054624909,0.043122404,not stat sig
36,47,59402,"Census Tract 594.02, Kings County, New York",4520,312,Census Tract 594.02,Kings County,New York,0.069026549,0.044603205,not stat sig
36,47,59600,"Census Tract 596, Kings County, New York",2138,221,Census Tract 596,Kings County,New York,0.103367633,0.032335329,not stat sig
36,47,59800,"Census Tract 598, Kings County, New York",3616,296,Census Tract 598,Kings County,New York,0.081858407,0.063698024,not stat sig
36,47,60000,"Census Tract 600, Kings County, New York",5413,263,Census Tract 600,Kings County,New York,0.048586736,0.078362751,not stat sig
36,47,60600,"Census Tract 606, Kings County, New York",2655,30,Census Tract 606,Kings County,New York,0.011299435,0.012829912,not stat sig
36,47,60800,"Census Tract 608, Kings County, New York",2798,177,Census Tract 608,Kings County,New York,0.063259471,0.047494172,not stat sig
36,47,61002,"Census Tract 610.02, Kings County, New York",4531,44,Census Tract 610.02,Kings County,New York,0.009710881,0.012598051,not stat sig
36,47,61003,"Census Tract 610.03, Kings County, New York",1336,0,Census Tract 610.03,Kings County,New York,0,0,not stat sig
36,47,61004,"Census Tract 610.04, Kings County, New York",5720,170,Census Tract 610.04,Kings County,New York,0.02972028,0.013880415,not stat sig
36,47,61200,"Census Tract 612, Kings County, New York",996,17,Census Tract 612,Kings County,New York,0.017068273,0.052525253,not stat sig
36,47,61600,"Census Tract 616, Kings County, New York",1802,13,Census Tract 616,Kings County,New York,0.007214206,0.072703239,stat sig
36,47,62000,"Census Tract 620, Kings County, New York",1815,86,Census Tract 620,Kings County,New York,0.04738292,0.073390152,not stat sig
36,47,62200,"Census Tract 622, Kings County, New York",3370,344,Census Tract 622,Kings County,New York,0.102077151,0.031799729,stat sig
36,47,62600,"Census Tract 626, Kings County, New York",2453,192,Census Tract 626,Kings County,New York,0.078271504,0.120340788,not stat sig
36,47,62800,"Census Tract 628, Kings County, New York",4966,1347,Census Tract 628,Kings County,New York,0.271244462,0.251617964,not stat sig
36,47,63200,"Census Tract 632, Kings County, New York",1493,284,Census Tract 632,Kings County,New York,0.190221031,0.326196474,not stat sig
36,47,63600,"Census Tract 636, Kings County, New York",1220,530,Census Tract 636,Kings County,New York,0.43442623,0.16035788,stat sig
36,47,63800,"Census Tract 638, Kings County, New York",1724,400,Census Tract 638,Kings County,New York,0.232018561,0.163655685,not stat sig
36,47,64000,"Census Tract 640, Kings County, New York",2179,644,Census Tract 640,Kings County,New York,0.295548417,0.177947598,not stat sig
36,47,64200,"Census Tract 642, Kings County, New York",2761,61,Census Tract 642,Kings County,New York,0.022093444,0.017189514,not stat sig
36,47,64400,"Census Tract 644, Kings County, New York",2702,314,Census Tract 644,Kings County,New York,0.116210215,0.084158416,not stat sig
36,47,64600,"Census Tract 646, Kings County, New York",2465,306,Census Tract 646,Kings County,New York,0.124137931,0.087427144,not stat sig
36,47,64800,"Census Tract 648, Kings County, New York",1926,467,Census Tract 648,Kings County,New York,0.242471443,0.092857143,stat sig
36,47,65000,"Census Tract 650, Kings County, New York",1453,288,Census Tract 650,Kings County,New York,0.198210599,0.101726264,not stat sig
36,47,65200,"Census Tract 652, Kings County, New York",1509,530,Census Tract 652,Kings County,New York,0.351225977,0.416904084,not stat sig
36,47,65400,"Census Tract 654, Kings County, New York",1679,579,Census Tract 654,Kings County,New York,0.344848124,0.246339911,not stat sig
36,47,65600,"Census Tract 656, Kings County, New York",1871,518,Census Tract 656,Kings County,New York,0.276857296,0.314317673,not stat sig
36,47,65800,"Census Tract 658, Kings County, New York",2039,626,Census Tract 658,Kings County,New York,0.307013242,0.178212851,stat sig
36,47,66000,"Census Tract 660, Kings County, New York",1812,548,Census Tract 660,Kings County,New York,0.302428256,0.244880174,not stat sig
36,47,66200,"Census Tract 662, Kings County, New York",1750,585,Census Tract 662,Kings County,New York,0.334285714,0.235928144,stat sig
36,47,66600,"Census Tract 666, Kings County, New York",0,0,Census Tract 666,Kings County,New York,0,0,not stat sig
36,47,67000,"Census Tract 670, Kings County, New York",2891,252,Census Tract 670,Kings County,New York,0.08716707,0.065239903,not stat sig
36,47,67200,"Census Tract 672, Kings County, New York",1624,100,Census Tract 672,Kings County,New York,0.061576355,0.030245747,not stat sig
36,47,67400,"Census Tract 674, Kings County, New York",2103,90,Census Tract 674,Kings County,New York,0.042796006,0.061660865,not stat sig
36,47,67600,"Census Tract 676, Kings County, New York",2289,49,Census Tract 676,Kings County,New York,0.021406728,0.028948705,not stat sig
36,47,67800,"Census Tract 678, Kings County, New York",2638,1,Census Tract 678,Kings County,New York,3.79E-04,0.015849057,stat sig
36,47,68000,"Census Tract 680, Kings County, New York",2132,184,Census Tract 680,Kings County,New York,0.08630394,0.060434783,not stat sig
36,47,68200,"Census Tract 682, Kings County, New York",3028,181,Census Tract 682,Kings County,New York,0.059775429,0.097377049,not stat sig
36,47,68600,"Census Tract 686, Kings County, New York",1330,207,Census Tract 686,Kings County,New York,0.155639098,0.1367713,not stat sig
36,47,68800,"Census Tract 688, Kings County, New York",1919,119,Census Tract 688,Kings County,New York,0.062011464,0.19188862,stat sig
36,47,69000,"Census Tract 690, Kings County, New York",1657,95,Census Tract 690,Kings County,New York,0.057332529,0.081468218,not stat sig
36,47,69200,"Census Tract 692, Kings County, New York",2334,75,Census Tract 692,Kings County,New York,0.032133676,0.030666667,not stat sig
36,47,69601,"Census Tract 696.01, Kings County, New York",4405,144,Census Tract 696.01,Kings County,New York,0.032690125,0.0777808,stat sig
36,47,69602,"Census Tract 696.02, Kings County, New York",6074,1162,Census Tract 696.02,Kings County,New York,0.191307211,0.177397364,not stat sig
36,47,69800,"Census Tract 698, Kings County, New York",1385,419,Census Tract 698,Kings County,New York,0.302527076,0.234776725,not stat sig
36,47,70000,"Census Tract 700, Kings County, New York",1947,677,Census Tract 700,Kings County,New York,0.347714432,0.352186589,not stat sig
36,47,70201,"Census Tract 702.01, Kings County, New York",6482,898,Census Tract 702.01,Kings County,New York,0.138537488,0.143795252,not stat sig
36,47,70202,"Census Tract 702.02, Kings County, New York",133,0,Census Tract 702.02,Kings County,New York,0,0,not stat sig
36,47,70203,"Census Tract 702.03, Kings County, New York",0,0,Census Tract 702.03,Kings County,New York,0,0,not stat sig
36,47,70600,"Census Tract 706, Kings County, New York",2685,1161,Census Tract 706,Kings County,New York,0.432402235,0.356113903,not stat sig
36,47,72000,"Census Tract 720, Kings County, New York",2163,0,Census Tract 720,Kings County,New York,0,0.008845644,not stat sig
36,47,72200,"Census Tract 722, Kings County, New York",3146,0,Census Tract 722,Kings County,New York,0,0.00151699,not stat sig
36,47,72400,"Census Tract 724, Kings County, New York",2109,27,Census Tract 724,Kings County,New York,0.012802276,0.006318208,not stat sig
36,47,72600,"Census Tract 726, Kings County, New York",2452,15,Census Tract 726,Kings County,New York,0.006117455,0.012295082,not stat sig
36,47,72800,"Census Tract 728, Kings County, New York",3373,100,Census Tract 728,Kings County,New York,0.029647198,0.004674047,stat sig
36,47,73000,"Census Tract 730, Kings County, New York",2485,32,Census Tract 730,Kings County,New York,0.012877264,0.021801728,not stat sig
36,47,73200,"Census Tract 732, Kings County, New York",2732,0,Census Tract 732,Kings County,New York,0,0.007942511,not stat sig
36,47,73400,"Census Tract 734, Kings County, New York",2460,20,Census Tract 734,Kings County,New York,0.008130081,0.025174825,not stat sig
36,47,73600,"Census Tract 736, Kings County, New York",3431,22,Census Tract 736,Kings County,New York,0.006412125,2.80E-04,not stat sig
36,47,73800,"Census Tract 738, Kings County, New York",3704,128,Census Tract 738,Kings County,New York,0.034557235,0.004012036,not stat sig
36,47,74000,"Census Tract 740, Kings County, New York",3701,40,Census Tract 740,Kings County,New York,0.01080789,0.00363901,not stat sig
36,47,74200,"Census Tract 742, Kings County, New York",3483,22,Census Tract 742,Kings County,New York,0.006316394,0.017739026,not stat sig
36,47,74400,"Census Tract 744, Kings County, New York",2354,87,Census Tract 744,Kings County,New York,0.036958369,0.031104755,not stat sig
36,47,74600,"Census Tract 746, Kings County, New York",1833,111,Census Tract 746,Kings County,New York,0.060556465,0.060384615,not stat sig
36,47,74800,"Census Tract 748, Kings County, New York",2105,36,Census Tract 748,Kings County,New York,0.017102138,0.028144744,not stat sig
36,47,75000,"Census Tract 750, Kings County, New York",3080,69,Census Tract 750,Kings County,New York,0.022402597,0.026567481,not stat sig
36,47,75200,"Census Tract 752, Kings County, New York",1045,40,Census Tract 752,Kings County,New York,0.038277512,0.020942408,not stat sig
