state,county,tract,NAME.x,TotalPop_12,TotalPopMOE_12,TR_Italian_12,TR_ItalianMOE_12,Census_Tract.x,County.x,State.x,TotalPop_17,TotalPopMOE_17,TR_Italian_17,TR_ItalianMOE_17,Pop_SE_12,Italian_SE_12,Pop_SE_17,Italian_SE_17,italian_pop_crit_value,diff_tr_italian_ancestry_statistically_sig,pro_2012,pro_2017,prop_se_2012,prop_se_2017,prop_ital_crit,prop_ital_sig
36,47,42100,"Census Tract 421, Kings County, New York",3595,513,96,66,Census Tract 421,Kings County,New York,4321,547,83,47,311.85410334346506,40.12158054711246,332.52279635258355,28.57142857142857,0.26393190315865667,not stat sig,0.02670375521557719,0.01920851654709558,0.010917334015874709,0.006444880122461755,-0.5912133146608463,not stat sig
36,47,42200,"Census Tract 422, Kings County, New York",3108,404,170,121,Census Tract 422,Kings County,New York,3523,472,166,164,245.59270516717325,73.55623100303951,286.93009118541033,99.69604863221885,0.03228556049195153,not stat sig,0.0546975546975547,0.04711893272778882,0.02326872216071059,0.028037206378947525,-0.20800317987439865,not stat sig
36,47,42300,"Census Tract 423, Kings County, New York",4057,577,42,53,Census Tract 423,Kings County,New York,4384,512,142,86,350.7598784194529,32.21884498480243,311.2462006079027,52.27963525835866,1.628393641007448,not stat sig,0.010352477199901405,0.03239051094890511,0.00789094439574207,0.011701275862725725,1.5615018417601667,not stat sig
36,47,42400,"Census Tract 424, Kings County, New York",3072,310,696,191,Census Tract 424,Kings County,New York,3752,472,678,309,188.4498480243161,116.10942249240121,286.93009118541033,187.8419452887538,0.08151057614092021,not stat sig,0.2265625,0.18070362473347548,0.03514792693357804,0.048119484017737246,-0.7695848894052298,not stat sig
36,47,42500,"Census Tract 425, Kings County, New York",2392,281,88,56,Census Tract 425,Kings County,New York,3103,300,177,86,170.8206686930091,34.04255319148936,182.370820668693,52.27963525835866,1.4265942975767378,not stat sig,0.03678929765886288,0.05704157267160812,0.013987235323785617,0.016511184181214014,0.9358998532322758,not stat sig
36,47,42600,"Census Tract 426, Kings County, New York",4149,460,329,145,Census Tract 426,Kings County,New York,4373,436,466,195,279.6352583586626,88.14589665653496,265.04559270516717,118.54103343465046,0.9274201306016684,not stat sig,0.07929621595565196,0.10656300022867597,0.02056188613013052,0.026326801709186835,0.8162494625384894,not stat sig
36,47,42700,"Census Tract 427, Kings County, New York",5793,554,46,38,Census Tract 427,Kings County,New York,5303,475,315,106,336.7781155015198,23.10030395136778,288.7537993920973,64.43768996960486,3.9296923871331346,stat sig,0.007940617987225963,0.05940033943051103,0.003960813012285891,0.011712800259325524,4.161935244808738,stat sig
36,47,42800,"Census Tract 428, Kings County, New York",3905,346,335,147,Census Tract 428,Kings County,New York,3692,340,332,140,210.33434650455928,89.36170212765957,206.68693009118542,85.1063829787234,0.02431034482758621,not stat sig,0.08578745198463508,0.08992416034669556,0.022412549054813533,0.02249515198574965,0.13027117926337528,not stat sig
36,47,42900,"Census Tract 429, Kings County, New York",6349,596,76,52,Census Tract 429,Kings County,New York,5327,520,135,56,362.3100303951368,31.61094224924012,316.1094224924012,34.04255319148936,1.2700227201748298,not stat sig,0.011970389037643723,0.025342594330767788,0.004931802361320149,0.006211100943957477,1.686072173491269,stat sig
36,47,43000,"Census Tract 430, Kings County, New York",3033,395,229,159,Census Tract 430,Kings County,New York,3602,451,225,133,240.12158054711247,96.65653495440729,274.16413373860183,80.85106382978724,0.03174265264919354,not stat sig,0.07550280250576986,0.06246529705719045,0.03130267188190769,0.021936833864235054,-0.3410807549652716,not stat sig
36,47,43100,"Census Tract 431, Kings County, New York",5380,542,97,71,Census Tract 431,Kings County,New York,5369,512,142,63,329.48328267477206,43.161094224924014,311.2462006079027,38.297872340425535,0.7798588779961059,not stat sig,0.018029739776951673,0.026448128143043398,0.007946157611924779,0.006966421365291475,0.7966286843157728,not stat sig
36,47,43200,"Census Tract 432, Kings County, New York",4679,454,426,221,Census Tract 432,Kings County,New York,4522,429,262,102,275.9878419452888,134.34650455927053,260.790273556231,62.006079027355625,1.1083677952512752,not stat sig,0.09104509510579184,0.057938965059708095,0.028205974727757686,0.013298734818692672,-1.0616429803529797,not stat sig
36,47,43300,"Census Tract 433, Kings County, New York",4410,517,57,80,Census Tract 433,Kings County,New York,4284,487,26,24,314.2857142857143,48.6322188449848,296.048632218845,14.589665653495441,0.6105543926856577,not stat sig,0.01292517006802721,0.006069094304388422,0.010989176069218225,0.003379693375273667,-0.5963286029818077,not stat sig
36,47,43400,"Census Tract 434, Kings County, New York",3659,366,309,193,Census Tract 434,Kings County,New York,3480,443,427,283,222.49240121580547,117.32522796352583,269.30091185410333,172.03647416413375,0.566667843841218,not stat sig,0.08444930308827549,0.12270114942528736,0.03165097693929391,0.04851530782430215,0.6603474775608508,not stat sig
36,47,43500,"Census Tract 435, Kings County, New York",5137,608,103,123,Census Tract 435,Kings County,New York,5202,497,17,18,369.6048632218845,74.77203647416414,302.12765957446805,10.94224924012158,1.138041111732126,not stat sig,0.020050613198364806,0.0032679738562091504,0.014483916763091558,0.002094889068846114,-1.1467757612735607,not stat sig
36,47,43600,"Census Tract 436, Kings County, New York",4621,450,596,197,Census Tract 436,Kings County,New York,4532,608,349,170,273.5562310030395,119.75683890577507,369.6048632218845,103.34346504559271,1.5614916121951365,not stat sig,0.1289764120320277,0.07700794351279788,0.024765529558392185,0.0219211500486804,-1.5712938309288174,not stat sig
36,47,43700,"Census Tract 437, Kings County, New York",5330,389,30,35,Census Tract 437,Kings County,New York,6449,578,251,195,236.4741641337386,21.27659574468085,351.36778115501517,118.54103343465046,1.8350096202389312,stat sig,0.005628517823639775,0.038920762908978133,0.003984038144624883,0.018258575450071274,1.7814598293845396,stat sig
36,47,43800,"Census Tract 438, Kings County, New York",2711,346,159,83,Census Tract 438,Kings County,New York,2556,244,59,48,210.33434650455928,50.45592705167173,148.32826747720364,29.179331306990882,1.7156838856487573,stat sig,0.05864994466986352,0.023082942097026604,0.018046716658122033,0.011337152021406217,-1.6688470336625507,stat sig
36,47,43900,"Census Tract 439, Kings County, New York",3860,470,64,49,Census Tract 439,Kings County,New York,4146,599,0,11,285.7142857142857,29.78723404255319,364.1337386018237,6.686930091185411,2.0963960616410433,stat sig,0.016580310880829015,0,0.007618685814130311,0.0016128630224759794,-2.129083333587555,stat sig
36,47,44000,"Census Tract 440, Kings County, New York",2612,462,128,86,Census Tract 440,Kings County,New York,2939,358,102,68,280.8510638297872,52.27963525835866,217.629179331307,41.33738601823708,0.39010994013356665,not stat sig,0.04900459418070444,0.03470568220483158,0.019309152515012563,0.013828345559902214,-0.6020573106185436,not stat sig
36,47,44100,"Census Tract 441, Kings County, New York",6669,703,62,40,Census Tract 441,Kings County,New York,5261,581,41,33,427.35562310030394,24.3161094224924,353.1914893617021,20.06079027355623,0.6661772476791742,not stat sig,0.009296746138851402,0.0077931952100361145,0.003597141630898954,0.0037770503656941244,-0.2882633894911766,not stat sig
36,47,44200,"Census Tract 442, Kings County, New York",2463,314,239,154,Census Tract 442,Kings County,New York,2991,399,47,34,190.88145896656536,93.61702127659575,242.5531914893617,20.66869300911854,2.0026809949610045,stat sig,0.09703613479496549,0.015713808090939484,0.03725796754481662,0.00679178452300912,-2.1472971405549,stat sig
36,47,44300,"Census Tract 443, Kings County, New York",6300,691,210,128,Census Tract 443,Kings County,New York,4896,495,255,114,420.0607902735562,77.81155015197568,300.91185410334344,69.30091185410335,0.43186948653925067,not stat sig,0.03333333333333333,0.052083333333333336,0.012149423056618164,0.013787883284542656,1.0202969940868543,not stat sig
36,47,44400,"Census Tract 444, Kings County, New York",3288,408,280,163,Census Tract 444,Kings County,New York,3514,431,111,62,248.0243161094225,99.08814589665653,262.0060790273556,37.68996960486322,1.5941272142300267,not stat sig,0.0851581508515815,0.03158793397837222,0.02944370644882341,0.01046387786503836,-1.7143679961138476,stat sig
36,47,44500,"Census Tract 445, Kings County, New York",4690,519,117,73,Census Tract 445,Kings County,New York,5066,608,106,70,315.5015197568389,44.37689969604863,369.6048632218845,42.5531914893617,0.1789130412574703,not stat sig,0.024946695095948827,0.020923805763916305,0.009312013679686764,0.008259879812579264,-0.3231896261812071,not stat sig
36,47,44600,"Census Tract 446, Kings County, New York",1779,168,298,105,Census Tract 446,Kings County,New York,2190,320,413,113,102.12765957446808,63.829787234042556,194.5288753799392,68.69300911854103,1.2263939912518325,not stat sig,0.1675098369870714,0.18858447488584476,0.034566916637373574,0.026519151023139422,0.4837225491379817,not stat sig
36,47,44700,"Census Tract 447, Kings County, New York",2313,406,52,45,Census Tract 447,Kings County,New York,2496,345,90,46,246.80851063829786,27.35562310030395,209.72644376899694,27.96352583586626,0.9713972812897297,not stat sig,0.02248162559446606,0.036057692307692304,0.011581056750230048,0.010785886882344846,0.8578434563386448,not stat sig
36,47,44800,"Census Tract 448, Kings County, New York",1674,220,129,87,Census Tract 448,Kings County,New York,1801,278,68,39,133.7386018237082,52.88753799392097,168.9969604863222,23.70820668693009,1.0524798640052044,not stat sig,0.07706093189964158,0.03775680177679067,0.030987855211586625,0.01267818480661299,-1.1739201871952043,not stat sig
36,47,44900,"Census Tract 449, Kings County, New York",3094,387,220,137,Census Tract 449,Kings County,New York,3034,470,160,69,235.25835866261397,83.28267477203647,285.7142857142857,41.94528875379939,0.6434372344783383,not stat sig,0.07110536522301228,0.05273566249176005,0.026368899719234628,0.012902327188322727,-0.6257511775044361,not stat sig
36,47,45000,"Census Tract 450, Kings County, New York",664,290,23,26,Census Tract 450,Kings County,New York,551,181,15,8,176.29179331306992,15.80547112462006,110.03039513677811,4.86322188449848,0.48377122133772554,not stat sig,0.03463855421686747,0.02722323049001815,0.02195510743523793,0.006953298139891993,-0.3219871597840661,not stat sig
36,47,45200,"Census Tract 452, Kings County, New York",2580,486,24,28,Census Tract 452,Kings County,New York,2768,397,13,20,295.44072948328267,17.02127659574468,241.33738601823708,12.1580547112462,0.5258752557673525,not stat sig,0.009302325581395349,0.004696531791907515,0.006510829383075439,0.004373231893458852,-0.5872327205725207,not stat sig
36,47,45300,"Census Tract 453, Kings County, New York",1895,370,151,113,Census Tract 453,Kings County,New York,2513,328,103,54,224.92401215805472,68.69300911854103,199.3920972644377,32.82674772036474,0.630470656197754,not stat sig,0.07968337730870713,0.040986868284918425,0.03499403432196593,0.012651484329976568,-1.039927252091412,not stat sig
36,47,45400,"Census Tract 454, Kings County, New York",1750,321,168,161,Census Tract 454,Kings County,New York,1771,195,17,16,195.13677811550153,97.87234042553192,118.54103343465046,9.72644376899696,1.5352634580628128,not stat sig,0.096,0.009599096555618294,0.05489303835890034,0.0054543502765331715,-1.5662735777852412,not stat sig
36,47,45600,"Census Tract 456, Kings County, New York",2295,258,78,71,Census Tract 456,Kings County,New York,2399,301,15,13,156.838905775076,43.161094224924014,182.9787234042553,7.90273556231003,1.4357789772778713,not stat sig,0.03398692810457516,0.006252605252188412,0.01866260041066169,0.003259475086113458,-1.463931156880636,not stat sig
36,47,45800,"Census Tract 458, Kings County, New York",1322,213,0,12,Census Tract 458,Kings County,New York,1602,223,16,18,129.48328267477203,7.2948328267477205,135.56231003039514,10.94224924012158,1.216642430387336,not stat sig,0,0.009987515605493134,0.005518027856843964,0.006777879134479053,1.1427312755440815,not stat sig
36,47,46000,"Census Tract 460, Kings County, New York",3222,357,152,92,Census Tract 460,Kings County,New York,3969,600,116,70,217.02127659574467,55.92705167173252,364.741641337386,42.5531914893617,0.51227147028084,not stat sig,0.04717566728739913,0.02922650541698161,0.017064543788880553,0.010379518507724696,-0.8986574116562502,not stat sig
36,47,46201,"Census Tract 462.01, Kings County, New York",2313,367,185,172,Census Tract 462.01,Kings County,New York,2498,329,75,56,223.10030395136778,104.55927051671732,200,34.04255319148936,1.0003499158576858,not stat sig,0.0799827064418504,0.0300240192153723,0.04454188051268329,0.013414239939203194,-1.0739654787963093,not stat sig
36,47,46202,"Census Tract 462.02, Kings County, New York",1799,363,87,57,Census Tract 462.02,Kings County,New York,2283,316,114,57,220.66869300911853,34.650455927051674,192.09726443768997,34.650455927051674,0.5509850471298334,not stat sig,0.048360200111172875,0.04993429697766097,0.01832474513615892,0.014584446328503413,0.0672112859030475,not stat sig
36,47,46400,"Census Tract 464, Kings County, New York",2740,279,61,51,Census Tract 464,Kings County,New York,2929,372,159,216,169.6048632218845,31.003039513677813,226.13981762917933,131.30699088145897,0.7263701676136838,not stat sig,0.02226277372262774,0.05428473881870946,0.011230747341017934,0.0446336258963785,0.6957532545649289,not stat sig
36,47,46800,"Census Tract 468, Kings County, New York",1677,297,177,91,Census Tract 468,Kings County,New York,2368,426,216,107,180.54711246200608,55.319148936170215,258.96656534954406,65.04559270516717,0.45673781158912774,not stat sig,0.10554561717352415,0.09121621621621621,0.03096804234642727,0.025593211243285566,-0.3566744087611396,not stat sig
36,47,47000,"Census Tract 470, Kings County, New York",3279,513,120,56,Census Tract 470,Kings County,New York,2719,371,136,84,311.85410334346506,34.04255319148936,225.53191489361703,51.06382978723404,0.2607090922258577,not stat sig,0.036596523330283626,0.05001838911364472,0.00978117718405124,0.018316367874286792,0.6463879885944739,not stat sig
36,47,47200,"Census Tract 472, Kings County, New York",3158,464,211,181,Census Tract 472,Kings County,New York,2777,330,31,31,282.06686930091183,110.03039513677811,200.6079027355623,18.84498480243161,1.61243325073598,not stat sig,0.06681443951868271,0.011163125675189053,0.03432691128567263,0.006738009878385873,-1.5908574532390949,not stat sig
36,47,47400,"Census Tract 474, Kings County, New York",3024,425,42,42,Census Tract 474,Kings County,New York,2717,388,43,32,258.3586626139818,25.53191489361702,235.86626139817628,19.45288753799392,0.031154409034606197,not stat sig,0.013888888888888888,0.01582627898417372,0.008359293067677338,0.007026635925753351,0.17741296115877822,not stat sig
36,47,47600,"Census Tract 476, Kings County, New York",3887,517,79,86,Census Tract 476,Kings County,New York,3563,744,109,119,314.2857142857143,52.27963525835866,452.27963525835867,72.34042553191489,0.33611894842161893,not stat sig,0.02032415744790327,0.030592197586303677,0.013349098500691655,0.019928403303493932,0.42808044611459994,not stat sig
36,47,47700,"Census Tract 477, Kings County, New York",3080,257,543,152,Census Tract 477,Kings County,New York,3816,365,696,145,156.23100303951367,92.401215805471125,221.88449848024317,88.14589665653496,1.198106129619308,not stat sig,0.1762987012987013,0.18238993710691823,0.02863656617826921,0.02052058926189499,0.17289949032226623,not stat sig
36,47,47800,"Census Tract 478, Kings County, New York",4715,821,99,58,Census Tract 478,Kings County,New York,4455,631,68,56,499.08814589665656,35.25835866261398,383.5866261398176,34.04255319148936,0.6325151290376685,not stat sig,0.02099681866383881,0.01526374859708193,0.007139993505771059,0.007527559213052733,-0.552577289500243,not stat sig
36,47,48000,"Census Tract 480, Kings County, New York",3753,438,94,76,Census Tract 480,Kings County,New York,4028,470,51,64,266.2613981762918,46.20060790273556,285.7142857142857,38.90577507598784,0.7119209684053893,not stat sig,0.025046629363176125,0.01266137040714995,0.012181388335039033,0.009616987910342444,-0.7980154886843293,not stat sig
36,47,48100,"Census Tract 481, Kings County, New York",2743,373,206,91,Census Tract 481,Kings County,New York,3050,303,389,131,226.74772036474164,55.319148936170215,184.19452887537994,79.63525835866261,1.8873018598194153,stat sig,0.07510025519504193,0.12754098360655738,0.019188098313092518,0.02494796261216437,1.6661844261822898,stat sig
36,47,48200,"Census Tract 482, Kings County, New York",5799,529,50,39,Census Tract 482,Kings County,New York,5300,535,96,49,321.580547112462,23.70820668693009,325.2279635258359,29.78723404255319,1.208286544781008,not stat sig,0.00862217623728229,0.018113207547169812,0.004060270823959034,0.005509228332190688,1.3868102257355168,not stat sig
36,47,48400,"Census Tract 484, Kings County, New York",5207,609,156,112,Census Tract 484,Kings County,New York,6107,622,110,79,370.2127659574468,68.08510638297872,378.11550151975683,48.02431610942249,0.5521004921391415,not stat sig,0.029959669675436913,0.018012117242508598,0.012901018095590626,0.007784334322955675,-0.7929307943449609,not stat sig
36,47,48500,"Census Tract 485, Kings County, New York",2664,427,91,66,Census Tract 485,Kings County,New York,2802,250,122,49,259.5744680851064,40.12158054711246,151.9756838905775,29.78723404255319,0.6203697839095033,not stat sig,0.03415915915915916,0.04354032833690221,0.014688262766194176,0.010365083039014546,0.5218368251864886,not stat sig
36,47,48600,"Census Tract 486, Kings County, New York",3687,399,84,67,Census Tract 486,Kings County,New York,3355,309,48,41,242.5531914893617,40.72948328267477,187.8419452887538,24.924012158054712,0.7539209662416452,not stat sig,0.022782750203417412,0.014307004470938897,0.010944634187303695,0.00738560352277616,-0.6419322104049083,not stat sig
36,47,48800,"Census Tract 488, Kings County, New York",3745,435,116,74,Census Tract 488,Kings County,New York,3929,375,222,86,264.43768996960483,44.984802431610944,227.96352583586625,52.27963525835866,1.5369111169945158,not stat sig,0.030974632843791722,0.056502926953423266,0.011811166561006272,0.012895912352553504,1.4598129894014575,not stat sig
36,47,48900,"Census Tract 489, Kings County, New York",4209,582,73,119,Census Tract 489,Kings County,New York,3595,365,0,11,353.79939209726444,72.34042553191489,221.88449848024317,6.686930091185411,1.0048338297532624,not stat sig,0.017343787122832025,0,0.01712513793329719,0.00186006400311138,-1.0068460462591504,not stat sig
36,47,49000,"Census Tract 490, Kings County, New York",6043,538,103,86,Census Tract 490,Kings County,New York,6290,782,291,238,327.0516717325228,52.27963525835866,475.37993920972644,144.68085106382978,1.2220756474927723,not stat sig,0.01704451431408241,0.04626391096979332,0.008601951363211853,0.022734421084797906,1.2020805056694346,not stat sig
36,47,49100,"Census Tract 491, Kings County, New York",5857,508,45,40,Census Tract 491,Kings County,New York,6670,667,85,65,308.8145896656535,24.3161094224924,405.4711246200608,39.51367781155015,0.8621402652178306,not stat sig,0.007683114222298105,0.012743628185907047,0.004131821048229064,0.005873218488475539,0.7047096326345367,not stat sig
36,47,49200,"Census Tract 492, Kings County, New York",3450,686,93,68,Census Tract 492,Kings County,New York,3108,411,144,78,417.02127659574467,41.33738601823708,249.84802431610942,47.41641337386018,0.8107405535335073,not stat sig,0.026956521739130435,0.04633204633204633,0.011530292840424124,0.014794614298185729,1.0329709459181682,not stat sig
36,47,49300,"Census Tract 493, Kings County, New York",7442,642,292,149,Census Tract 493,Kings County,New York,7797,618,285,285,390.27355623100306,90.5775075987842,375.6838905775076,173.25227963525836,0.035805445192591004,not stat sig,0.03923676431066918,0.03655252020007695,0.011995929425262057,0.022150468998517386,-0.10655911146999919,not stat sig
36,47,49400,"Census Tract 494, Kings County, New York",5611,415,230,237,Census Tract 494,Kings County,New York,5930,438,314,132,252.27963525835867,144.07294832826747,266.2613981762918,80.24316109422492,0.5093624605126765,not stat sig,0.04099091071110319,0.052951096121416526,0.02561064662340677,0.013321224184213646,0.41430628889843424,not stat sig
36,47,49500,"Census Tract 495, Kings County, New York",2462,367,449,173,Census Tract 495,Kings County,New York,2920,310,507,183,223.10030395136778,105.16717325227964,188.4498480243161,111.24620060790274,0.3788677379705133,not stat sig,0.18237205523964256,0.17363013698630136,0.03938981933646281,0.036412793035476586,-0.16296821026603728,not stat sig
36,47,49600,"Census Tract 496, Kings County, New York",4034,562,259,143,Census Tract 496,Kings County,New York,4452,391,240,119,341.6413373860182,86.93009118541033,237.68996960486322,72.34042553191489,0.16800364474039262,not stat sig,0.06420426375805652,0.05390835579514825,0.02085205843505631,0.015992042462415205,-0.39180132787055777,not stat sig
36,47,49700,"Census Tract 497, Kings County, New York",2663,291,918,225,Census Tract 497,Kings County,New York,2786,269,511,143,176.89969604863222,136.77811550151975,163.5258358662614,86.93009118541033,2.5113366374225645,stat sig,0.344723995493804,0.18341708542713567,0.04597507233895449,0.029286388859620115,-2.959187090003766,stat sig
36,47,49800,"Census Tract 498, Kings County, New York",4422,503,231,97,Census Tract 498,Kings County,New York,4624,373,350,128,305.77507598784194,58.96656534954407,226.74772036474164,77.81155015197568,1.2188827606289674,not stat sig,0.05223880597014925,0.07569204152249134,0.01283624146234082,0.01641330393054418,1.1255765586659598,not stat sig
36,47,49900,"Census Tract 499, Kings County, New York",1699,242,240,83,Census Tract 499,Kings County,New York,1860,172,155,56,147.11246200607903,50.45592705167173,104.55927051671732,34.04255319148936,1.3965054578359464,not stat sig,0.14125956444967627,0.08333333333333333,0.027061624215793494,0.01769278226504964,-1.791600095935718,stat sig
36,47,50000,"Census Tract 500, Kings County, New York",3607,340,344,195,Census Tract 500,Kings County,New York,3964,322,497,140,206.68693009118542,118.54103343465046,195.74468085106383,85.1063829787234,1.048459994302562,not stat sig,0.09537011366786803,0.12537840565085773,0.03240661122408597,0.020557763616651705,0.7819300445692184,not stat sig
36,47,50100,"Census Tract 501, Kings County, New York",2801,276,905,250,Census Tract 501,Kings County,New York,3157,306,945,233,167.78115501519756,151.9756838905775,186.01823708206686,141.64133738601822,0.19254175395767853,not stat sig,0.32309889325240987,0.29933481152993346,0.05068850432958423,0.041253571482105185,-0.3636193759626411,not stat sig
36,47,50202,"Census Tract 502.02, Kings County, New York",2317,198,339,132,Census Tract 502.02,Kings County,New York,2246,191,311,90,120.36474164133739,80.24316109422492,116.10942249240121,54.7112462006079,0.28830326825542163,not stat sig,0.14630988347000431,0.13846838824577026,0.03378803020149147,0.02328390446865637,-0.19109852935972235,not stat sig
36,47,50300,"Census Tract 503, Kings County, New York",2671,307,663,201,Census Tract 503,Kings County,New York,2486,247,500,141,186.62613981762917,122.18844984802432,150.15197568389058,85.71428571428571,1.0920931432251162,not stat sig,0.24822163983526768,0.2011263073209976,0.042331167567999865,0.03226790200127507,-0.8847966048745876,not stat sig
36,47,50400,"Census Tract 504, Kings County, New York",5143,463,348,168,Census Tract 504,Kings County,New York,4626,379,275,90,281.45896656534956,102.12765957446808,230.3951367781155,54.7112462006079,0.6300745369101565,not stat sig,0.06766478708924752,0.05944660613921314,0.019509273858133922,0.011450320525193416,-0.3632944992038201,not stat sig
36,47,50500,"Census Tract 505, Kings County, New York",4052,359,125,101,Census Tract 505,Kings County,New York,4062,333,283,201,218.2370820668693,61.39817629179331,202.43161094224925,122.18844984802432,1.1554180507081826,not stat sig,0.030848963474827247,0.06967011324470704,0.015061192662342956,0.029879809463361443,1.160188880483199,not stat sig
36,47,50600,"Census Tract 506, Kings County, New York",5442,496,94,66,Census Tract 506,Kings County,New York,5986,678,53,50,301.5197568389058,40.12158054711246,412.1580547112462,30.3951367781155,0.8145436353370793,not stat sig,0.01727306137449467,0.008853992649515537,0.007310200114901378,0.0050409751449558195,-0.9481170350091512,not stat sig
36,47,50700,"Census Tract 507, Kings County, New York",2273,274,20,27,Census Tract 507,Kings County,New York,2667,319,0,11,166.56534954407294,16.41337386018237,193.9209726443769,6.686930091185411,1.1284606902377083,not stat sig,0.008798944126704795,0,0.007192172917372099,0.0025072853735228387,-1.1552202321577103,not stat sig
36,47,50801,"Census Tract 508.01, Kings County, New York",3789,335,0,12,Census Tract 508.01,Kings County,New York,4112,412,32,37,203.64741641337386,7.2948328267477205,250.45592705167172,22.492401215805472,1.353307275390888,not stat sig,0,0.007782101167315175,0.0019252659875290898,0.00544936621005306,1.3465084040764361,not stat sig
36,47,50803,"Census Tract 508.03, Kings County, New York",2238,441,6,9,Census Tract 508.03,Kings County,New York,2260,299,68,34,268.0851063829787,5.47112462006079,181.7629179331307,20.66869300911854,2.8998313585175177,stat sig,0.002680965147453083,0.03008849557522124,0.0024234631684024,0.008819475505914552,2.996543052780744,stat sig
36,47,50804,"Census Tract 508.04, Kings County, New York",5957,558,83,62,Census Tract 508.04,Kings County,New York,6297,731,121,98,339.209726443769,37.68996960486322,444.3768996960486,59.57446808510638,0.539039571853306,not stat sig,0.013933187846231324,0.01921549944417977,0.006277062479508773,0.00936308434511743,0.4686023327698516,not stat sig
36,47,50900,"Census Tract 509, Kings County, New York",3725,459,26,49,Census Tract 509,Kings County,New York,4743,449,12,12,279.0273556231003,29.78723404255319,272.9483282674772,7.2948328267477205,0.4565097364670271,not stat sig,0.00697986577181208,0.002530044275774826,0.007979462261567214,0.001531113749156081,-0.5476682544413539,not stat sig
36,47,51001,"Census Tract 510.01, Kings County, New York",3778,585,18,32,Census Tract 510.01,Kings County,New York,4361,445,103,65,355.6231003039514,19.45288753799392,270.51671732522794,39.51367781155015,1.9299521504210513,stat sig,0.004764425622022234,0.023618436138500343,0.005129422671142817,0.008941459705031131,1.8290157802352143,stat sig
36,47,51002,"Census Tract 510.02, Kings County, New York",4624,389,8,14,Census Tract 510.02,Kings County,New York,4595,395,52,40,236.4741641337386,8.51063829787234,240.12158054711247,24.3161094224924,1.7079116958443088,stat sig,0.0017301038062283738,0.011316648531011969,0.0018384080558592228,0.005258715270477837,1.7208555270315298,stat sig
36,47,51100,"Census Tract 511, Kings County, New York",3732,427,235,148,Census Tract 511,Kings County,New York,4317,393,137,62,259.5744680851064,89.96960486322189,238.90577507598783,37.68996960486322,1.0046625824693336,not stat sig,0.06296891747052519,0.03173500115821172,0.02370643265985446,0.008552127470717643,-1.2393495635249931,not stat sig
36,47,51200,"Census Tract 512, Kings County, New York",6741,408,0,17,Census Tract 512,Kings County,New York,5907,576,84,57,248.0243161094225,10.33434650455927,350.15197568389056,34.650455927051674,2.3230912769059744,stat sig,0,0.014220416455053326,0.0015330583748048169,0.005805116611607268,2.3684368407278913,stat sig
36,47,51300,"Census Tract 513, Kings County, New York",4072,370,306,148,Census Tract 513,Kings County,New York,5058,597,290,146,224.92401215805472,89.96960486322189,362.9179331306991,88.75379939209726,0.12660285621667938,not stat sig,0.07514734774066797,0.057334914986160536,0.021701283254946465,0.01705816137431731,-0.6453074516158762,not stat sig
36,47,51400,"Census Tract 514, Kings County, New York",7733,743,89,57,Census Tract 514,Kings County,New York,7947,726,167,128,451.67173252279633,34.650455927051674,441.33738601823705,77.81155015197568,0.9157294295380265,not stat sig,0.011509116772274668,0.021014219202214673,0.004430143937219847,0.009721513461857253,0.8897116629613228,not stat sig
36,47,51500,"Census Tract 515, Kings County, New York",1326,245,192,84,Census Tract 515,Kings County,New York,2024,201,289,149,148.93617021276594,51.06382978723404,122.18844984802432,90.5775075987842,0.9328734664643041,not stat sig,0.14479638009049775,0.14278656126482214,0.03490692273069387,0.04391370291919954,-0.03582737472420385,not stat sig
36,47,51601,"Census Tract 516.01, Kings County, New York",5804,804,66,66,Census Tract 516.01,Kings County,New York,5506,566,0,16,488.7537993920973,40.12158054711246,344.0729483282675,9.72644376899696,1.5986934238579193,not stat sig,0.011371467953135768,0,0.006846100102831591,0.0017665172119500474,-1.608334575062893,not stat sig
36,47,51602,"Census Tract 516.02, Kings County, New York",3168,484,64,71,Census Tract 516.02,Kings County,New York,4235,484,24,28,294.22492401215806,43.161094224924014,294.22492401215806,17.02127659574468,0.8621402652178306,not stat sig,0.020202020202020204,0.005667060212514758,0.013494270768358133,0.003999861069408887,-1.03270891318035,not stat sig
36,47,51700,"Census Tract 517, Kings County, New York",1657,249,130,70,Census Tract 517,Kings County,New York,2343,217,151,77,151.3677811550152,42.5531914893617,131.91489361702128,46.808510638297875,0.3319640238371802,not stat sig,0.07845503922751962,0.06444728979940248,0.024660539577368995,0.019645750017583362,-0.44427699798187964,not stat sig
36,47,51800,"Census Tract 518, Kings County, New York",3470,491,62,54,Census Tract 518,Kings County,New York,3307,362,134,77,298.4802431610942,32.82674772036474,220.06079027355622,46.808510638297875,1.2593587967128794,not stat sig,0.017867435158501442,0.04052010885999395,0.009334478842132968,0.013895174345565052,1.3532527583269542,not stat sig
36,47,51900,"Census Tract 519, Kings County, New York",3796,431,308,101,Census Tract 519,Kings County,New York,5159,437,565,211,262.0060790273556,61.39817629179331,265.6534954407295,128.26747720364742,1.8072492148335957,stat sig,0.08113804004214963,0.10951734832331847,0.015173971135155883,0.02421484672823903,0.9931044704851283,not stat sig
